Date,MKPRU,MKPRUPNZ
17/12/2019,-0.032568618,N
16/12/2019,0.006140577,P
15/12/2019,-0.025390692,N
14/12/2019,0.008722855,P
13/12/2019,-0.001825803,N
12/12/2019,-0.002555133,N
11/12/2019,-0.015899322,N
10/12/2019,-0.02458926,N
9/12/2019,0.002339826,P
8/12/2019,-0.005612685,N
7/12/2019,0.02044627,P
6/12/2019,0.028239154,P
5/12/2019,-0.014241918,N
4/12/2019,-0.00175386,N
3/12/2019,-0.012576509,N
2/12/2019,-0.0205128,N
1/12/2019,-0.025749374,N
30/11/2019,0.043933522,P
29/11/2019,-0.012338131,N
28/11/2019,0.050281771,P
27/11/2019,0.004681463,P
26/11/2019,0.032262501,P
25/11/2019,-0.056885349,N
24/11/2019,0.005171313,P
23/11/2019,-0.04341827,N
22/11/2019,-0.057504445,N
21/11/2019,-0.004801251,N
20/11/2019,-0.006750253,N
19/11/2019,-0.038563347,N
18/11/2019,0.002502741,P
17/11/2019,0.002957072,P
16/11/2019,-0.020229788,N
15/11/2019,-0.014847496,N
14/11/2019,-0.004442414,N
13/11/2019,0.009602182,P
12/11/2019,-0.035333159,N
11/11/2019,0.025848496,P
10/11/2019,0.004947502,P
9/11/2019,-0.047608493,N
8/11/2019,-0.01488761,N
7/11/2019,0.003560615,P
6/11/2019,-0.011452477,N
5/11/2019,0.023016111,P
4/11/2019,-0.010215908,N
3/11/2019,0.005208046,P
2/11/2019,0.011479037,P
1/11/2019,-0.001815678,N
31/10/2019,-0.028487229,N
30/10/2019,0.023277534,P
29/10/2019,-0.034840455,N
28/10/2019,0.03150608,P
27/10/2019,0.068423257,P
26/10/2019,0.166163878,P
25/10/2019,-0.005044474,N
24/10/2019,-0.069417797,N
23/10/2019,-0.023807786,N
22/10/2019,-0.001037533,N
21/10/2019,0.034047568,P
20/10/2019,0.000740494,P
19/10/2019,-0.015183031,N
18/10/2019,0.009280838,P
17/10/2019,-0.019559773,N
16/10/2019,-0.022910048,N
15/10/2019,0.008423711,P
14/10/2019,-0.00291887,N
13/10/2019,0.00462893,P
12/10/2019,-0.036936496,N
11/10/2019,-0.000118771,N
10/10/2019,0.048586081,P
9/10/2019,-0.002681435,N
8/10/2019,0.043493178,P
7/10/2019,-0.034113964,N
6/10/2019,-0.000955186,N
5/10/2019,-0.009797029,N
4/10/2019,-0.017401513,N
3/10/2019,0.007102075,P
2/10/2019,0.001827212,P
1/10/2019,0.03115404,P
30/9/2019,-0.020457143,N
29/9/2019,0.003795506,P
28/9/2019,0.01716313,P
27/9/2019,-0.044660784,N
26/9/2019,-0.0141905,N
25/9/2019,-0.116671038,N
24/9/2019,-0.034851815,N
23/9/2019,0.005367008,P
22/9/2019,-0.019032528,N
21/9/2019,-0.01000109,N
20/9/2019,0.011645479,P
19/9/2019,-0.003215784,N
18/9/2019,-0.007332234,N
17/9/2019,-0.004345115,N
16/9/2019,-0.004912497,N
15/9/2019,-0.000247976,N
14/9/2019,-0.005399149,N
13/9/2019,0.025674947,P
12/9/2019,0.005770699,P
11/9/2019,-0.020616348,N
10/9/2019,-0.008903252,N
9/9/2019,-0.007714158,N
8/9/2019,0.016451708,P
7/9/2019,-0.024610978,N
6/9/2019,-0.000600898,N
5/9/2019,-0.003495809,N
4/9/2019,0.022591521,P
3/9/2019,0.063138512,P
2/9/2019,0.017591059,P
1/9/2019,0.002391942,P
31/8/2019,0.009851812,P
30/8/2019,-0.024004355,N
29/8/2019,-0.044645324,N
28/8/2019,-0.01817808,N
27/8/2019,0.022221871,P
26/8/2019,-0.00086161,N
25/8/2019,-0.025179203,N
24/8/2019,0.029057613,P
23/8/2019,-0.001719746,N
22/8/2019,-0.05865494,N
21/8/2019,-0.014353418,N
20/8/2019,0.058120105,P
19/8/2019,0.010091517,P
18/8/2019,-0.013989173,N
17/8/2019,0.005559023,P
16/8/2019,0.02847271,P
15/8/2019,-0.077468291,N
14/8/2019,-0.046383975,N
13/8/2019,-0.01561187,N
12/8/2019,0.025227305,P
11/8/2019,-0.048447115,N
10/8/2019,-0.011650986,N
9/8/2019,0.002975548,P
8/8/2019,0.04318544,P
7/8/2019,-0.027343084,N
6/8/2019,0.073564944,P
5/8/2019,0.015318223,P
4/8/2019,0.027068583,P
3/8/2019,0.011759201,P
2/8/2019,0.031976162,P
1/8/2019,0.051680392,P
31/7/2019,0.009240812,P
30/7/2019,-0.003008395,N
29/7/2019,0.005911976,P
28/7/2019,-0.038041762,N
27/7/2019,-0.002685523,N
26/7/2019,0.010540136,P
25/7/2019,-0.007327083,N
24/7/2019,-0.04642945,N
23/7/2019,-0.024915442,N
22/7/2019,-0.016487845,N
21/7/2019,0.021749757,P
20/7/2019,-0.009663902,N
19/7/2019,0.099674601,P
18/7/2019,0.029428415,P
17/7/2019,-0.135722628,N
16/7/2019,0.067394002,P
15/7/2019,-0.1055518,N
14/7/2019,-0.03514665,N
13/7/2019,0.039734446,P
12/7/2019,-0.061738527,N
11/7/2019,-0.038681855,N
10/7/2019,0.022228395,P
9/7/2019,0.072847371,P
8/7/2019,0.021809929,P
7/7/2019,0.025273935,P
6/7/2019,-0.018397938,N
5/7/2019,-0.068776513,N
4/7/2019,0.109145427,P
3/7/2019,0.021427923,P
2/7/2019,-0.01480853,N
1/7/2019,-0.096939711,N
30/6/2019,-0.039110741,N
29/6/2019,0.111516817,P
28/6/2019,-0.13916049,N
27/6/2019,0.099108478,P
26/6/2019,0.067973678,P
25/6/2019,0.018772978,P
24/6/2019,0.013670921,P
23/6/2019,0.044983143,P
22/6/2019,0.071136827,P
21/6/2019,0.026897012,P
20/6/2019,0.022643888,P
19/6/2019,-0.026941896,N
18/6/2019,0.038811715,P
17/6/2019,0.013490649,P
16/6/2019,0.019079553,P
15/6/2019,0.055320058,P
14/6/2019,0.007930934,P
13/6/2019,0.032267435,P
12/6/2019,-0.012817348,N
11/6/2019,0.049704147,P
10/6/2019,-0.036655849,N
9/6/2019,-0.008370539,N
8/6/2019,0.024997341,P
7/6/2019,0.002207798,P
6/6/2019,0.014362021,P
5/6/2019,-0.05643817,N
4/6/2019,-0.069127809,N
3/6/2019,0.021535278,P
2/6/2019,0.000115738,P
1/6/2019,0.034010439,P
31/5/2019,-0.045079176,N
30/5/2019,-0.006525319,N
29/5/2019,-0.00572174,N
28/5/2019,0.002932156,P
27/5/2019,0.083376593,P
26/5/2019,0.008520278,P
25/5/2019,0.015604756,P
24/5/2019,0.03335462,P
23/5/2019,-0.041065074,N
22/5/2019,-0.006810265,N
21/5/2019,-0.022782137,N
20/5/2019,0.12782431,P
19/5/2019,-0.013198465,N
18/5/2019,-0.066414235,N
17/5/2019,-0.039106118,N
16/5/2019,0.026800739,P
15/5/2019,0.021676801,P
14/5/2019,0.121009424,P
13/5/2019,-0.037205914,N
12/5/2019,0.141822174,P
11/5/2019,0.032717251,P
10/5/2019,0.035405072,P
9/5/2019,0.031446978,P
8/5/2019,0.01253415,P
7/5/2019,-0.005804822,N
6/5/2019,-0.0092565,N
5/5/2019,0.020140919,P
4/5/2019,0.049530997,P
3/5/2019,0.011919267,P
2/5/2019,0.010793599,P
1/5/2019,0.001737428,P
30/4/2019,-0.007666059,N
29/4/2019,0.003996068,P
28/4/2019,-0.002388136,N
27/4/2019,0.018711951,P
26/4/2019,-0.043903507,N
25/4/2019,-0.015217029,N
24/4/2019,0.026216295,P
23/4/2019,0.018054349,P
22/4/2019,-0.005170193,N
21/4/2019,0.006109486,P
20/4/2019,0.000138354,P
19/4/2019,0.010715716,P
18/4/2019,0.004564479,P
17/4/2019,0.031863436,P
16/4/2019,-0.022577346,N
15/4/2019,0.017353721,P
14/4/2019,-0.001622362,N
13/4/2019,0.007513376,P
12/4/2019,-0.051817453,N
11/4/2019,0.025961154,P
10/4/2019,-0.0176324,N
9/4/2019,0.015285034,P
8/4/2019,0.02688621,P
7/4/2019,0.004921681,P
6/4/2019,0.02393082,P
5/4/2019,-0.009792714,N
4/4/2019,0.015755046,P
3/4/2019,0.175880728,P
2/4/2019,0.009326327,P
1/4/2019,-6.81E-05,N
31/3/2019,-0.000269709,N
30/3/2019,0.019364091,P
29/3/2019,-0.00275163,N
28/3/2019,0.025525997,P
27/3/2019,0.003010755,P
26/3/2019,-0.014576464,N
25/3/2019,-0.004439271,N
24/3/2019,0.003215756,P
23/3/2019,0.001683223,P
22/3/2019,-0.015792328,N
21/3/2019,0.006773208,P
20/3/2019,0.007587333,P
19/3/2019,0.000963724,P
18/3/2019,-0.005236619,N
17/3/2019,0.020182904,P
16/3/2019,0.013201346,P
15/3/2019,0.001918628,P
14/3/2019,-0.00378676,N
13/3/2019,0.002942472,P
12/3/2019,-0.011985225,N
11/3/2019,-0.005667551,N
10/3/2019,0.019246845,P
9/3/2019,-0.002794058,N
8/3/2019,0.002571675,P
7/3/2019,0.00118794,P
6/3/2019,0.037864046,P
5/3/2019,-0.021915912,N
4/3/2019,-0.004400434,N
3/3/2019,-0.000829287,N
2/3/2019,-0.004015501,N
1/3/2019,0.004395771,P
28/2/2019,0.000464576,P
27/2/2019,-0.004386318,N
26/2/2019,0.021619957,P
25/2/2019,-0.090035269,N
24/2/2019,0.039191862,P
23/2/2019,0.009784835,P
22/2/2019,-0.010609002,N
21/2/2019,0.015446208,P
20/2/2019,0.004022195,P
19/2/2019,0.065398258,P
18/2/2019,0.014142642,P
17/2/2019,0.003145613,P
16/2/2019,0.002191478,P
15/2/2019,-0.003925854,N
14/2/2019,-0.00493335,N
13/2/2019,0.000812791,P
12/2/2019,-0.015413871,N
11/2/2019,0.005979183,P
10/2/2019,0.000901373,P
9/2/2019,0.078450318,P
8/2/2019,-0.003212262,N
7/2/2019,-0.017777316,N
6/2/2019,0.00434197,P
5/2/2019,-0.001061915,N
4/2/2019,-0.014317413,N
3/2/2019,0.008888365,P
2/2/2019,0.008859705,P
1/2/2019,-0.007259366,N
31/1/2019,0.014145429,P
30/1/2019,-0.00782351,N
29/1/2019,-0.029798847,N
28/1/2019,-0.006095685,N
27/1/2019,-0.000416458,N
26/1/2019,-0.00235901,N
25/1/2019,0.005565837,P
24/1/2019,-0.005839965,N
23/1/2019,0.013369981,P
22/1/2019,-0.002369359,N
21/1/2019,-0.041996042,N
20/1/2019,0.003646276,P
19/1/2019,0.016002757,P
18/1/2019,0.003027809,P
17/1/2019,4.40E-05,P
16/1/2019,-0.009711855,N
15/1/2019,0.035341567,P
14/1/2019,-0.018856848,N
13/1/2019,-0.012753636,N
12/1/2019,2.63E-05,P
11/1/2019,-0.043628089,N
10/1/2019,-0.054919411,N
9/1/2019,0.000468308,P
8/1/2019,-0.000952241,N
7/1/2019,0.029495714,P
6/1/2019,0.016552491,P
5/1/2019,0.008892664,P
4/1/2019,-0.011167381,N
3/1/2019,0.002572046,P
2/1/2019,0.027612162,P
1/1/2019,-0.010358352,N
31/12/2018,0.005619048,P
30/12/2018,-0.036276959,N
29/12/2018,0.044974654,P
28/12/2018,-0.02710481,N
27/12/2018,0.005968254,P
26/12/2018,0.003015084,P
25/12/2018,-0.045377293,N
24/12/2018,-0.008021976,N
23/12/2018,0.02978926,P
22/12/2018,-0.054221612,N
21/12/2018,0.038248775,P
20/12/2018,0.045905037,P
19/12/2018,0.070715499,P
18/12/2018,0.048383079,P
17/12/2018,0.03704,P
16/12/2018,0.008887909,P
15/12/2018,-0.010967072,N
14/12/2018,-0.037686318,N
13/12/2018,-0.000151881,N
12/12/2018,-0.00551925,N
11/12/2018,-0.027744356,N
10/12/2018,0.020355217,P
9/12/2018,0.005332805,P
8/12/2018,0.008719841,P
7/12/2018,-0.090611076,N
6/12/2018,-0.029382817,N
5/12/2018,-0.026036688,N
4/12/2018,-0.043256211,N
3/12/2018,-0.006465834,N
2/12/2018,0.012332259,P
1/12/2018,-0.037859595,N
30/11/2018,0.003514875,P
29/11/2018,0.039071839,P
28/11/2018,0.081749337,P
27/11/2018,-0.032441137,N
26/11/2018,0.025375887,P
25/11/2018,-0.121633532,N
24/11/2018,0.010127427,P
23/11/2018,-0.052642484,N
22/11/2018,0.012648654,P
21/11/2018,-0.038525504,N
20/11/2018,-0.119151461,N
19/11/2018,-0.048183112,N
18/11/2018,0.002554164,P
17/11/2018,-0.006781248,N
16/11/2018,-0.02789368,N
15/11/2018,-0.067903898,N
14/11/2018,-0.030744882,N
13/11/2018,-0.005690333,N
12/11/2018,0.004744496,P
11/11/2018,-0.003245021,N
10/11/2018,-0.007127522,N
9/11/2018,-0.006364487,N
8/11/2018,-0.008034871,N
7/11/2018,0.015693347,P
6/11/2018,0.000123505,P
5/11/2018,0.007054531,P
4/11/2018,0.000227424,P
3/11/2018,0.000429864,P
2/11/2018,0.007157257,P
1/11/2018,0.006454038,P
31/10/2018,-0.001243033,N
30/10/2018,-0.011470982,N
29/10/2018,-0.011543943,N
28/10/2018,-0.001346677,N
27/10/2018,-0.0012104,N
26/10/2018,-0.002467987,N
25/10/2018,-0.002848666,N
24/10/2018,0.004147853,P
23/10/2018,-0.003590283,N
22/10/2018,-0.004106446,N
21/10/2018,0.00659223,P
20/10/2018,-0.003192844,N
19/10/2018,-0.008896225,N
18/10/2018,-0.004280504,N
17/10/2018,-0.000438517,N
16/10/2018,0.022719365,P
15/10/2018,0.024315414,P
14/10/2018,0.008387893,P
13/10/2018,-0.002161292,N
12/10/2018,0.001903615,P
11/10/2018,-0.057072993,N
10/10/2018,0.000775983,P
9/10/2018,0.000475023,P
8/10/2018,0.006837586,P
7/10/2018,-0.001195272,N
6/10/2018,0.001969613,P
5/10/2018,0.013081847,P
4/10/2018,0.002059764,P
3/10/2018,-0.014055189,N
2/10/2018,-0.007317832,N
1/10/2018,0.00271267,P
30/9/2018,0.006512633,P
29/9/2018,-0.020281814,N
28/9/2018,0.023043971,P
27/9/2018,0.010333716,P
26/9/2018,-0.01744045,N
25/9/2018,-0.008412654,N
24/9/2018,-0.010601508,N
23/9/2018,-0.006760537,N
22/9/2018,0.012912936,P
21/9/2018,0.039172036,P
20/9/2018,0.012010089,P
19/9/2018,0.007267113,P
18/9/2018,-0.016243657,N
17/9/2018,-0.018672475,N
16/9/2018,0.000572971,P
15/9/2018,0.003014666,P
14/9/2018,0.027350839,P
13/9/2018,0.00843318,P
12/9/2018,-0.003682044,N
11/9/2018,0.008867331,P
10/9/2018,-0.007229201,N
9/9/2018,-0.012516544,N
8/9/2018,-0.020778119,N
7/9/2018,0.010557355,P
6/9/2018,-0.095570216,N
5/9/2018,-0.020923482,N
4/9/2018,0.000568902,P
3/9/2018,0.001795525,P
2/9/2018,0.032648891,P
1/9/2018,0.005275584,P
31/8/2018,0.007108907,P
30/8/2018,-0.020559988,N
29/8/2018,0.011164222,P
28/8/2018,0.041786386,P
27/8/2018,-0.002820286,N
26/8/2018,0.002803924,P
25/8/2018,0.026863239,P
24/8/2018,0.029754289,P
23/8/2018,-0.03355916,N
22/8/2018,0.027179554,P
21/8/2018,-0.013155445,N
20/8/2018,0.012885049,P
19/8/2018,-0.005073624,N
18/8/2018,0.019638166,P
17/8/2018,-0.004710859,N
16/8/2018,-0.003150827,N
15/8/2018,0.017681482,P
14/8/2018,-0.014958083,N
13/8/2018,0.005694436,P
12/8/2018,0.028045738,P
11/8/2018,-0.040261843,N
10/8/2018,-4.34E-05,N
9/8/2018,-0.04784854,N
8/8/2018,-0.039362667,N
7/8/2018,0.000777634,P
6/8/2018,-0.003309072,N
5/8/2018,-0.032629235,N
4/8/2018,-0.019843129,N
3/8/2018,-0.028024348,N
2/8/2018,0.004864809,P
1/8/2018,-0.043695891,N
31/7/2018,-0.036992154,N
30/7/2018,0.001775253,P
29/7/2018,0.002944177,P
28/7/2018,0.030534946,P
27/7/2018,-0.030231387,N
26/7/2018,-0.00773719,N
25/7/2018,0.069482573,P
24/7/2018,0.003279091,P
23/7/2018,0.032020634,P
22/7/2018,0.015855395,P
21/7/2018,-0.012527522,N
20/7/2018,0.004278206,P
19/7/2018,0.010213814,P
18/7/2018,0.065751824,P
17/7/2018,0.054574558,P
16/7/2018,0.042496021,P
15/7/2018,0.001256209,P
14/7/2018,-0.000537685,N
13/7/2018,-0.024803691,N
12/7/2018,0.004048172,P
11/7/2018,-0.020493412,N
10/7/2018,-0.031714317,N
9/7/2018,-0.004370905,N
8/7/2018,0.024153882,P
7/7/2018,0.005914363,P
6/7/2018,-0.007248817,N
5/7/2018,0.001529965,P
4/7/2018,-0.005002812,N
3/7/2018,0.024801905,P
2/7/2018,0.014324474,P
1/7/2018,0.024339925,P
30/6/2018,0.053239692,P
29/6/2018,-0.032612482,N
28/6/2018,0.001711558,P
27/6/2018,-0.01947948,N
26/6/2018,0.001150698,P
25/6/2018,0.006642536,P
24/6/2018,0.004698147,P
23/6/2018,-0.030156382,N
22/6/2018,-0.0633438,N
21/6/2018,0.006867253,P
20/6/2018,-0.003307357,N
19/6/2018,0.045178326,P
18/6/2018,-0.002880644,N
17/6/2018,-0.006915356,N
16/6/2018,-0.01928212,N
15/6/2018,-0.001444759,N
14/6/2018,0.052458688,P
13/6/2018,-0.081928275,N
12/6/2018,0.00052819,P
11/6/2018,0.014577487,P
10/6/2018,-0.110123729,N
9/6/2018,-0.000605412,N
8/6/2018,-0.007310624,N
7/6/2018,0.007460094,P
6/6/2018,0.000486869,P
5/6/2018,0.015392614,P
4/6/2018,-0.017921194,N
3/6/2018,-0.001047288,N
2/6/2018,0.014598256,P
1/6/2018,0.020093718,P
31/5/2018,0.000179408,P
30/5/2018,-0.009984303,N
29/5/2018,0.015700963,P
28/5/2018,-0.00234611,N
27/5/2018,0.00257709,P
26/5/2018,-0.030866894,N
25/5/2018,0.001399206,P
24/5/2018,0.001383496,P
23/5/2018,-0.10014613,N
22/5/2018,0.001320582,P
21/5/2018,-0.01432287,N
20/5/2018,0.032567552,P
19/5/2018,-0.000118324,N
18/5/2018,0.01652291,P
17/5/2018,-0.043080992,N
16/5/2018,-0.004746308,N
15/5/2018,-0.016248233,N
14/5/2018,0.022274223,P
13/5/2018,-0.002454717,N
12/5/2018,0.001837177,P
11/5/2018,-0.090391896,N
10/5/2018,-0.00125205,N
9/5/2018,0.010124315,P
8/5/2018,-0.041824656,N
7/5/2018,0.00013538,P
6/5/2018,-0.017664488,N
5/5/2018,0.005122001,P
4/5/2018,0.011835096,P
3/5/2018,0.045312117,P
2/5/2018,-0.001961567,N
1/5/2018,-0.002162087,N
30/4/2018,-0.008004008,N
29/4/2018,0.045442056,P
28/4/2018,-0.009075149,N
27/4/2018,-0.026794951,N
26/4/2018,-0.041386117,N
25/4/2018,0.010733876,P
24/4/2018,0.069586967,P
23/4/2018,0.000365224,P
22/4/2018,0.014010688,P
21/4/2018,-0.00514117,N
20/4/2018,0.082774174,P
19/4/2018,0.001349989,P
18/4/2018,0.034136323,P
17/4/2018,-0.056486308,N
16/4/2018,0.003279282,P
15/4/2018,0.037856886,P
14/4/2018,0.011968964,P
13/4/2018,0.011928752,P
12/4/2018,0.133055566,P
11/4/2018,0.020909212,P
10/4/2018,0.012708343,P
9/4/2018,-0.045368896,N
8/4/2018,0.057723457,P
7/4/2018,0.004664432,P
6/4/2018,-0.032613053,N
5/4/2018,-0.080787937,N
4/4/2018,0.00216519,P
3/4/2018,0.05323973,P
2/4/2018,0.014167565,P
1/4/2018,0.000299907,P
31/3/2018,0.007693148,P
30/3/2018,-0.134339168,N
29/3/2018,-0.001227328,N
28/3/2018,0.010688537,P
27/3/2018,-0.068783134,N
26/3/2018,-0.018490331,N
25/3/2018,-0.005204306,N
24/3/2018,-0.007219369,N
23/3/2018,0.004023018,P
22/3/2018,-0.028760851,N
21/3/2018,0.039754549,P
20/3/2018,0.023015442,P
19/3/2018,0.029446348,P
18/3/2018,-0.015241827,N
17/3/2018,-0.027256863,N
16/3/2018,0.020612327,P
15/3/2018,-0.086897346,N
14/3/2018,-0.000126711,N
13/3/2018,-0.003064773,N
12/3/2018,0.046195311,P
11/3/2018,0.003586553,P
10/3/2018,-0.037767171,N
9/3/2018,-0.083784589,N
8/3/2018,-0.019529242,N
7/3/2018,-0.059939463,N
6/3/2018,-0.065437422,N
5/3/2018,0.007580661,P
4/3/2018,0.009113958,P
3/3/2018,0.036211142,P
2/3/2018,-0.007108634,N
1/3/2018,0.061639971,P
28/2/2018,0.004913532,P
27/2/2018,-0.002816161,N
26/2/2018,0.067241141,P
25/2/2018,-0.046671189,N
24/2/2018,0.000903683,P
23/2/2018,0.023264861,P
22/2/2018,-0.116922521,N
21/2/2018,-0.012678376,N
20/2/2018,0.025148731,P
19/2/2018,0.002267309,P
18/2/2018,0.022490179,P
17/2/2018,0.070585424,P
16/2/2018,0.069208887,P
15/2/2018,0.014677241,P
14/2/2018,0.085704322,P
13/2/2018,0.065660162,P
12/2/2018,-0.033012103,N
11/2/2018,0.002833988,P
10/2/2018,0.00907166,P
9/2/2018,0.000551339,P
8/2/2018,0.017355439,P
7/2/2018,0.169591382,P
6/2/2018,0.012669346,P
5/2/2018,-0.185917992,N
4/2/2018,-0.051066921,N
3/2/2018,-0.005523726,N
2/2/2018,-0.019966036,N
1/2/2018,-0.099108325,N
31/1/2018,-0.009970645,N
30/1/2018,-0.091735038,N
29/1/2018,-0.019132877,N
28/1/2018,-0.008104857,N
27/1/2018,0.050589884,P
26/1/2018,-0.037062315,N
25/1/2018,0.009729583,P
24/1/2018,0.005274347,P
23/1/2018,-0.025218918,N
22/1/2018,0.000712024,P
21/1/2018,-0.111619829,N
20/1/2018,0.158926348,P
19/1/2018,-0.015037194,N
18/1/2018,0.020552106,P
17/1/2018,-0.179811728,N
16/1/2018,-0.032689808,N
15/1/2018,0.011497648,P
14/1/2018,0.004476046,P
13/1/2018,-0.008746714,N
12/1/2018,0.046333575,P
11/1/2018,-0.079004836,N
10/1/2018,-0.018813957,N
9/1/2018,-0.036136297,N
8/1/2018,-0.110168387,N
7/1/2018,-0.009425841,N
6/1/2018,0.008447478,P
5/1/2018,0.141953982,P
4/1/2018,-0.00093147,N
3/1/2018,0.0031591,P
2/1/2018,0.087696192,P
1/1/2018,-0.026089657,N
31/12/2017,0.071884959,P
30/12/2017,-0.070243091,N
29/12/2017,-0.011583097,N
28/12/2017,-0.077536408,N
27/12/2017,0.134516392,P
26/12/2017,-0.026778637,N
25/12/2017,0.012176586,P
24/12/2017,0.012525941,P
23/12/2017,-0.093103819,N
22/12/2017,-0.053376817,N
21/12/2017,-0.076824174,N
20/12/2017,-0.019967832,N
19/12/2017,-0.06458993,N
18/12/2017,-0.016496109,N
17/12/2017,-0.011220416,N
16/12/2017,0.097163687,P
15/12/2017,0.093499939,P
14/12/2017,-0.033082136,N
13/12/2017,-0.027090531,N
12/12/2017,0.146489525,P
11/12/2017,0.013392576,P
10/12/2017,-0.018030254,N
9/12/2017,-0.101895384,N
8/12/2017,0.021749421,P
7/12/2017,0.218668934,P
6/12/2017,0.168210076,P
5/12/2017,0.000551583,P
4/12/2017,0.022255044,P
3/12/2017,0.041612775,P
2/12/2017,-0.000370455,N
1/12/2017,0.07258431,P
30/11/2017,0.023023692,P
29/11/2017,-0.003366872,N
28/11/2017,0.024100294,P
27/11/2017,0.10828107,P
26/11/2017,0.007050633,P
25/11/2017,0.055318159,P
24/11/2017,0.001731069,P
23/11/2017,-0.003787478,N
22/11/2017,0.025836249,P
21/11/2017,0.001252217,P
20/11/2017,0.005253216,P
19/11/2017,0.024371276,P
18/11/2017,-0.006561333,N
17/11/2017,0.006876403,P
16/11/2017,0.070342493,P
15/11/2017,0.124398822,P
14/11/2017,-0.008640545,N
13/11/2017,0.145885576,P
12/11/2017,-0.129835569,N
11/11/2017,-0.022349897,N
10/11/2017,-0.061279259,N
9/11/2017,0.004123796,P
8/11/2017,0.005148352,P
7/11/2017,0.014745244,P
6/11/2017,-0.051170085,N
5/11/2017,-0.009620558,N
4/11/2017,0.033319336,P
3/11/2017,0.0660162,P
2/11/2017,0.01300365,P
1/11/2017,0.043305194,P
31/10/2017,0.041091107,P
30/10/2017,-0.003077609,N
29/10/2017,0.065562911,P
28/10/2017,-0.019206538,N
27/10/2017,-0.000563098,N
26/10/2017,0.039423415,P
25/10/2017,-0.039143114,N
24/10/2017,0.004171171,P
23/10/2017,-0.017900949,N
22/10/2017,-0.000543804,N
21/10/2017,0.001167356,P
20/10/2017,0.043966909,P
19/10/2017,0.023767932,P
18/10/2017,-0.001615525,N
17/10/2017,-0.018821406,N
16/10/2017,-0.019702082,N
15/10/2017,0.015080092,P
14/10/2017,0.031566907,P
13/10/2017,0.153797267,P
12/10/2017,0.000556954,P
11/10/2017,0.007779922,P
10/10/2017,0.038348467,P
9/10/2017,0.000734227,P
8/10/2017,0.051663463,P
7/10/2017,0.013340419,P
6/10/2017,-0.004672204,N
5/10/2017,0.026904684,P
4/10/2017,-0.03843703,N
3/10/2017,0.001638122,P
2/10/2017,0.005999185,P
1/10/2017,0.047175848,P
30/9/2017,-0.006987992,N
29/9/2017,-0.002002476,N
28/9/2017,0.08270782,P
27/9/2017,-0.007494905,N
26/9/2017,-0.00817937,N
25/9/2017,0.043661088,P
24/9/2017,0.000326529,P
23/9/2017,0.038181238,P
22/9/2017,-0.065985048,N
21/9/2017,-0.020887587,N
20/9/2017,0.008659588,P
19/9/2017,0.072007931,P
18/9/2017,-0.018027146,N
17/9/2017,-0.00466711,N
16/9/2017,0.170125276,P
15/9/2017,-0.031087802,N
14/9/2017,-0.161978623,N
